Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
10:19:27,0.0,1.0,Manual
10:19:27,-0.4,1.0,Manual
10:19:28,1.2,1.0,Manual
10:19:29,-0.8,1.0,Manual
10:19:29,0.0,1.0,Manual
10:19:30,0.4,1.0,Manual
10:19:30,0.8,1.0,Manual
10:19:31,-0.8,1.0,Manual
10:19:31,0.0,1.0,Manual
10:19:32,-0.0,1.0,Manual
10:19:32,0.4,1.0,Manual
10:19:33,-1.7,1.0,Manual
10:19:33,-0.0,1.0,Manual
10:19:34,1.7,1.0,Manual
10:19:34,-0.8,1.0,Manual
10:19:35,0.8,1.0,Manual
10:19:35,0.4,1.0,Manual
10:19:36,0.8,1.0,Manual
10:19:36,0.8,1.0,Manual
10:19:37,2.1,1.0,Manual
10:19:37,1.2,1.0,Manual
10:19:38,0.8,1.0,Manual
10:19:38,0.4,1.0,Manual
10:19:39,-0.8,1.0,Manual
10:19:39,0.0,1.0,Manual
10:19:40,-0.4,1.0,Manual
10:19:40,0.0,1.0,Manual
10:19:41,1.2,1.1,Manual
10:19:41,0.8,1.1,Manual
10:19:42,0.4,1.1,Manual
10:19:43,-0.4,1.2,Manual
10:19:43,0.8,1.4,Manual
10:19:44,-2.5,1.5,Manual
10:19:44,-0.4,1.6,Manual
10:19:45,-0.8,1.9,Manual
10:19:45,0.4,2.1,Manual
10:19:46,-1.2,2.3,Manual
10:19:46,0.8,2.5,Manual
10:19:47,1.2,2.8,Manual
10:19:47,0.0,3.0,Manual
10:19:48,2.1,3.2,Manual
10:19:48,0.8,3.5,Manual
10:19:49,0.8,4.1,Manual
10:19:49,0.8,4.9,Manual
10:19:50,0.4,5.7,Manual
10:19:50,1.7,6.5,Manual
10:19:51,2.1,7.4,Manual
10:19:51,3.3,8.2,Manual
10:19:52,2.9,9.0,Manual
10:19:52,2.1,9.9,Manual
10:19:53,2.5,10.8,Manual
10:19:53,3.3,11.7,Manual
10:19:54,4.2,12.6,Manual
10:19:54,3.8,13.6,Manual
10:19:55,3.3,14.6,Manual
10:19:55,4.2,15.6,Manual
10:19:56,8.3,16.5,Manual
10:19:56,4.6,17.6,Manual
10:19:57,6.2,18.6,Manual
10:19:58,5.0,19.7,Manual
10:19:58,5.0,20.6,Manual
10:19:59,6.2,22.0,Manual
10:19:59,5.8,23.3,Manual
10:20:00,5.4,24.2,Manual
10:20:00,7.9,25.5,Manual
10:20:01,5.0,26.4,Manual
10:20:01,6.7,27.7,Manual
10:20:02,7.5,28.8,Manual
10:20:02,6.2,30.2,Manual
10:20:03,6.7,31.4,Manual
10:20:03,7.1,32.5,Manual
10:20:04,5.4,33.9,Manual
10:20:04,9.6,34.9,Manual
10:20:05,9.6,36.3,Manual
10:20:05,7.5,37.4,Manual
10:20:06,7.9,38.7,Manual
10:20:06,7.5,40.5,Manual
10:20:07,8.3,41.0,Manual
10:20:07,7.9,42.5,Manual
10:20:08,8.8,43.6,Manual
10:20:08,5.8,44.2,Manual
10:20:09,8.3,43.9,Manual
10:20:09,7.1,44.3,Manual
10:20:10,7.5,43.6,Manual
10:20:10,7.5,44.4,Manual
10:20:11,6.7,44.1,Manual
10:20:11,9.2,44.5,Manual
10:20:12,10.8,44.1,Manual
10:20:12,8.3,43.8,Manual
10:20:13,8.8,44.2,Manual
10:20:14,7.1,44.1,Manual
10:20:14,8.3,44.6,Manual
10:20:15,7.5,44.0,Manual
10:20:15,8.3,44.1,Manual
10:20:16,5.8,44.7,Manual
10:20:16,7.9,44.9,Manual
10:20:17,6.7,43.9,Manual
10:20:17,8.8,44.2,Manual
10:20:18,11.7,44.2,Manual
10:20:18,11.2,44.6,Manual
10:20:19,10.4,44.2,Manual
10:20:19,9.2,44.4,Manual
10:20:20,4.2,44.5,Manual
10:20:20,6.7,44.6,Manual
10:20:21,7.1,44.4,Manual
10:20:21,6.7,44.7,Manual
10:20:22,7.9,44.6,Manual
10:20:22,7.1,44.8,Manual
10:20:23,8.8,44.8,Manual
10:20:23,12.1,44.4,Manual
10:20:24,7.1,44.9,Manual
10:20:24,6.7,44.5,Manual
10:20:25,4.2,44.6,Manual
10:20:25,7.9,44.4,Manual
10:20:26,4.2,44.5,Manual
10:20:26,8.8,44.4,Manual
10:20:27,5.4,44.5,Manual
10:20:27,10.0,44.2,Manual
10:20:28,10.0,45.1,Manual
10:20:29,11.7,45.0,Manual
10:20:29,10.4,44.5,Manual
10:20:30,7.5,44.5,Manual
10:20:30,12.5,45.0,Manual
10:20:31,10.0,44.9,Manual
10:20:31,7.9,44.8,Manual
10:20:32,8.8,44.9,Manual
10:20:32,10.4,44.7,Manual
10:20:33,8.8,44.6,Manual
10:20:33,6.7,44.6,Manual
10:20:34,8.8,44.7,Manual
10:20:34,11.2,44.8,Manual
