Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
10:34:15,5.8,4.6,Manual
10:34:15,3.8,3.1,Manual
10:34:16,2.5,1.2,Manual
10:34:16,1.7,1.1,Manual
10:34:17,3.3,1.0,Manual
10:34:17,2.1,1.0,Manual
10:34:18,2.5,1.0,Manual
10:34:18,0.4,1.0,Manual
10:34:19,2.1,1.0,Manual
10:34:19,1.7,1.0,Manual
10:34:20,1.7,1.0,Manual
10:34:20,2.1,1.0,Manual
10:34:21,1.2,1.0,Manual
10:34:21,0.8,1.0,Manual
10:34:22,0.8,1.0,Manual
10:34:22,0.8,1.0,Manual
10:34:23,1.7,1.0,Manual
10:34:23,0.0,1.0,Manual
10:34:24,0.8,1.0,Manual
10:34:25,0.8,1.0,Manual
10:34:25,-0.0,1.0,Manual
10:34:26,0.8,1.0,Manual
10:34:26,0.4,1.0,Manual
10:34:27,0.4,1.0,Manual
10:34:27,-0.0,1.0,Manual
10:34:28,1.7,1.0,Manual
10:34:28,-0.8,1.0,Manual
10:34:29,0.8,1.0,Manual
10:34:29,0.0,1.1,Manual
10:34:30,1.2,1.1,Manual
10:34:30,0.0,1.1,Manual
10:34:31,0.8,1.2,Manual
10:34:31,2.1,1.3,Manual
10:34:32,0.0,1.4,Manual
10:34:32,1.2,1.6,Manual
10:34:33,0.8,1.8,Manual
10:34:33,0.8,2.0,Manual
