Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
10:28:39,-0.0,1.0,Manual
10:28:39,0.4,1.0,Manual
10:28:40,0.4,1.0,Manual
10:28:40,0.0,1.0,Manual
10:28:41,0.0,1.0,Manual
10:28:41,-0.0,1.0,Manual
10:28:42,0.0,1.0,Manual
10:28:42,-0.0,1.0,Manual
10:28:43,0.0,1.0,Manual
10:28:43,0.0,1.0,Manual
10:28:44,0.4,1.0,Manual
10:28:44,0.0,1.0,Manual
10:28:45,0.0,1.0,Manual
10:28:45,-0.0,1.0,Manual
10:28:46,-0.4,1.0,Manual
10:28:46,-0.0,1.0,Manual
10:28:47,0.4,1.0,Manual
10:28:47,-0.0,1.0,Manual
10:28:48,0.0,1.0,Manual
10:28:48,0.0,1.0,Manual
10:28:49,0.0,1.0,Manual
10:28:49,0.4,1.0,Manual
10:28:50,0.4,1.0,Manual
10:28:51,0.4,1.0,Manual
10:28:51,-0.0,1.0,Manual
10:28:52,-0.0,1.0,Manual
10:28:52,0.4,1.0,Manual
10:28:53,0.0,1.1,Manual
10:28:53,0.4,1.1,Manual
10:28:54,0.0,1.2,Manual
10:28:54,0.0,1.3,Manual
10:28:55,0.0,1.4,Manual
10:28:55,0.0,1.5,Manual
10:28:56,0.4,1.7,Manual
10:28:56,0.4,1.9,Manual
10:28:57,0.4,2.1,Manual
10:28:57,0.4,2.3,Manual
10:28:58,0.0,2.5,Manual
10:28:58,0.4,2.8,Manual
10:28:59,0.8,3.0,Manual
10:28:59,0.8,3.1,Manual
10:29:00,0.8,3.5,Manual
10:29:00,0.8,4.1,Manual
10:29:01,1.2,4.9,Manual
10:29:01,2.1,5.7,Manual
10:29:02,2.9,6.6,Manual
10:29:02,4.6,7.4,Manual
10:29:03,6.2,8.4,Manual
10:29:03,11.2,9.2,Manual
10:29:04,15.8,10.1,Manual
10:29:04,20.0,11.1,Manual
10:29:05,24.2,12.1,Manual
10:29:05,29.6,13.2,Manual
10:29:06,33.3,14.1,Manual
10:29:07,37.5,15.1,Manual
10:29:07,42.1,16.2,Manual
10:29:08,45.0,17.1,Manual
10:29:08,49.6,18.2,Manual
10:29:09,54.6,19.2,Manual
10:29:09,58.3,20.3,Manual
10:29:10,66.2,21.9,Manual
10:29:10,70.4,22.9,Manual
10:29:11,76.7,24.2,Manual
10:29:11,85.8,25.2,Manual
10:29:12,95.4,26.6,Manual
