Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
10:03:14,-0.0,1.0,Manual
10:03:14,-0.0,1.0,Manual
10:03:15,-0.0,1.0,Manual
10:03:15,-0.0,1.0,Manual
10:03:16,0.0,1.0,Manual
10:03:16,0.0,1.0,Manual
10:03:17,-0.0,1.0,Manual
10:03:17,0.0,1.0,Manual
10:03:18,-0.0,1.0,Manual
10:03:18,-0.4,1.0,Manual
10:03:19,-0.4,1.0,Manual
10:03:19,-0.0,1.0,Manual
10:03:20,-0.0,1.0,Manual
10:03:20,-0.0,1.0,Manual
10:03:21,-0.4,1.0,Manual
10:03:21,-0.0,1.0,Manual
10:03:22,-0.4,1.0,Manual
10:03:22,0.4,1.0,Manual
10:03:23,-0.4,1.0,Manual
10:03:23,0.0,1.0,Manual
10:03:24,0.0,1.0,Manual
10:03:25,0.0,1.0,Manual
10:03:25,-0.0,1.0,Manual
10:03:26,0.0,1.0,Manual
10:03:26,-0.0,1.0,Manual
10:03:27,-0.0,1.0,Manual
10:03:27,-0.0,1.0,Manual
10:03:28,-0.0,1.1,Manual
10:03:28,-0.0,1.1,Manual
10:03:29,-0.0,1.1,Manual
10:03:29,-0.0,1.2,Manual
10:03:30,0.0,1.3,Manual
10:03:30,-0.0,1.5,Manual
10:03:31,-0.0,1.6,Manual
10:03:31,0.0,1.8,Manual
10:03:32,0.0,2.0,Manual
10:03:32,0.0,2.3,Manual
10:03:33,0.0,2.5,Manual
10:03:33,0.0,2.8,Manual
10:03:34,0.4,3.0,Manual
10:03:34,0.4,3.2,Manual
10:03:35,0.4,3.4,Manual
10:03:35,0.4,4.0,Manual
10:03:36,0.8,4.9,Manual
10:03:36,0.8,5.7,Manual
10:03:37,1.2,6.5,Manual
10:03:37,1.7,7.3,Manual
10:03:38,2.1,8.1,Manual
10:03:38,2.5,8.9,Manual
10:03:39,2.9,9.8,Manual
10:03:40,2.9,10.6,Manual
10:03:40,2.9,11.4,Manual
10:03:41,3.3,12.4,Manual
10:03:41,3.8,13.2,Manual
10:03:42,4.2,13.9,Manual
10:03:42,4.2,14.9,Manual
10:03:43,4.2,15.8,Manual
10:03:43,4.6,16.6,Manual
10:03:44,4.6,17.5,Manual
10:03:44,5.0,18.6,Manual
10:03:45,5.4,19.5,Manual
10:03:45,5.4,20.2,Manual
10:03:46,5.8,21.4,Manual
10:03:46,5.8,22.5,Manual
10:03:47,5.8,23.3,Manual
10:03:47,6.2,24.6,Manual
10:03:48,6.2,25.7,Manual
10:03:48,6.7,27.0,Manual
10:03:49,7.5,27.8,Manual
10:03:49,7.1,29.1,Manual
10:03:50,7.1,30.4,Manual
10:03:50,6.7,31.4,Manual
10:03:51,7.1,32.1,Manual
10:03:51,8.8,34.0,Manual
10:03:52,8.3,35.5,Manual
10:03:52,7.9,37.1,Manual
10:03:53,8.3,37.9,Manual
10:03:53,8.3,39.0,Manual
10:03:54,8.3,39.6,Manual
10:03:55,8.8,40.8,Manual
10:03:55,8.8,42.6,Manual
10:03:56,8.8,41.6,Manual
10:03:56,11.7,42.2,Manual
10:03:57,8.8,42.4,Manual
10:03:57,8.3,42.8,Manual
10:03:58,8.3,42.2,Manual
10:03:58,7.5,43.4,Manual
10:03:59,7.5,42.7,Manual
10:03:59,9.2,42.7,Manual
10:04:00,10.0,43.0,Manual
10:04:00,7.5,42.7,Manual
10:04:01,7.1,42.4,Manual
10:04:01,8.3,42.4,Manual
10:04:02,7.9,42.7,Manual
10:04:02,8.3,43.0,Manual
10:04:03,8.3,42.5,Manual
10:04:03,8.3,43.0,Manual
10:04:04,9.6,43.3,Manual
10:04:04,9.6,42.5,Manual
10:04:05,10.4,42.9,Manual
10:04:05,10.4,42.6,Manual
10:04:06,9.6,43.0,Manual
10:04:06,7.5,42.9,Manual
10:04:07,7.9,42.6,Manual
10:04:07,7.5,43.0,Manual
10:04:08,9.6,42.9,Manual
10:04:08,8.8,42.7,Manual
10:04:09,11.2,43.1,Manual
10:04:09,11.2,43.1,Manual
10:04:10,10.8,43.0,Manual
10:04:11,9.6,42.9,Manual
10:04:11,7.9,42.9,Manual
10:04:12,7.5,43.1,Manual
10:04:12,8.3,42.7,Manual
10:04:13,7.5,43.4,Manual
10:04:13,8.3,42.7,Manual
10:04:14,7.1,42.7,Manual
10:04:14,9.6,42.8,Manual
10:04:15,7.5,43.2,Manual
10:04:15,5.8,42.5,Manual
10:04:16,8.8,43.2,Manual
10:04:16,9.2,42.9,Manual
10:04:17,10.0,42.8,Manual
10:04:17,8.8,43.1,Manual
10:04:18,7.1,42.8,Manual
10:04:18,7.5,43.0,Manual
10:04:19,6.2,42.9,Manual
10:04:19,7.9,42.9,Manual
10:04:20,5.0,43.5,Manual
10:04:20,8.3,42.9,Manual
10:04:21,9.2,42.9,Manual
10:04:21,8.8,43.8,Manual
10:04:22,8.8,42.9,Manual
10:04:22,8.3,43.3,Manual
10:04:23,7.1,43.1,Manual
10:04:23,7.9,42.1,Manual
10:04:24,8.8,43.0,Manual
10:04:25,8.8,42.8,Manual
10:04:25,8.8,43.3,Manual
10:04:26,7.9,42.5,Manual
10:04:26,7.9,43.0,Manual
10:04:27,7.5,42.5,Manual
10:04:27,6.2,42.9,Manual
10:04:28,10.0,43.2,Manual
10:04:28,10.0,42.6,Manual
10:04:29,9.6,42.9,Manual
10:04:29,10.0,43.2,Manual
10:04:30,9.2,42.8,Manual
10:04:30,7.5,43.0,Manual
10:04:31,10.0,42.5,Manual
10:04:31,12.1,44.7,Manual
10:04:32,7.9,45.2,Manual
10:04:32,10.0,44.5,Manual
10:04:33,9.2,44.2,Manual
10:04:33,10.0,44.6,Manual
10:04:34,10.0,44.6,Manual
10:04:34,9.6,44.7,Manual
10:04:35,8.8,44.6,Manual
