Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
10:06:10,1.7,5.7,Auto
10:06:10,2.1,5.7,Auto
10:06:11,2.1,5.7,Auto
10:06:11,2.1,5.7,Auto
10:06:12,2.1,5.7,Auto
10:06:12,2.1,5.7,Auto
10:06:13,2.1,5.7,Auto
10:06:13,2.1,5.7,Auto
10:06:14,2.5,5.9,Manual
10:06:14,2.1,6.5,Manual
10:06:15,2.9,7.3,Manual
10:06:15,2.5,8.2,Manual
10:06:16,3.3,9.0,Manual
10:06:16,2.9,9.8,Manual
10:06:17,2.9,10.5,Manual
10:06:17,3.3,11.0,Manual
10:06:18,3.3,11.3,Manual
10:06:18,3.3,11.8,Manual
10:06:19,3.3,12.0,Manual
10:06:19,3.8,12.3,Manual
10:06:20,3.8,12.8,Manual
10:06:21,4.2,13.2,Manual
10:06:21,3.8,13.6,Manual
10:06:22,4.2,14.0,Manual
10:06:22,4.2,14.6,Manual
10:06:23,4.2,14.7,Manual
10:06:23,4.6,15.2,Manual
10:06:24,5.0,15.6,Manual
10:06:24,4.6,16.0,Manual
10:06:25,4.6,16.4,Manual
10:06:25,4.6,16.6,Manual
10:06:26,5.0,17.2,Manual
10:06:26,4.6,18.0,Manual
10:06:27,5.8,18.8,Manual
10:06:27,4.6,19.0,Manual
10:06:28,4.6,19.2,Manual
10:06:28,5.8,19.7,Manual
10:06:29,5.4,20.2,Manual
10:06:29,5.4,20.6,Manual
10:06:30,5.8,21.0,Manual
10:06:30,5.4,21.3,Manual
10:06:31,6.2,21.9,Manual
10:06:31,7.1,22.6,Manual
10:06:32,6.2,23.3,Manual
10:06:32,6.2,23.9,Manual
10:06:33,7.1,24.1,Manual
10:06:33,7.1,24.6,Manual
10:06:34,6.7,25.0,Manual
10:06:34,5.8,25.1,Manual
10:06:35,7.5,26.1,Manual
10:06:36,7.5,25.9,Manual
10:06:36,6.7,26.6,Manual
10:06:37,7.5,27.0,Manual
10:06:37,7.9,27.6,Manual
10:06:38,7.5,28.2,Manual
10:06:38,7.5,28.8,Manual
10:06:39,7.5,29.4,Manual
10:06:39,7.1,29.7,Manual
10:06:40,7.5,30.3,Manual
10:06:40,6.7,30.7,Manual
10:06:41,7.9,31.3,Manual
10:06:41,8.3,32.0,Manual
10:06:42,7.5,32.1,Manual
10:06:42,7.9,33.1,Manual
10:06:43,9.6,33.5,Manual
10:06:43,7.9,33.9,Manual
10:06:44,8.8,34.8,Manual
10:06:44,9.2,34.5,Manual
10:06:45,8.8,35.6,Manual
10:06:45,9.6,36.0,Manual
10:06:46,9.2,36.5,Manual
10:06:46,8.8,36.7,Manual
10:06:47,7.9,37.3,Manual
10:06:47,9.6,38.0,Manual
10:06:48,9.2,38.2,Manual
10:06:49,11.7,38.7,Manual
10:06:49,10.8,39.7,Manual
10:06:50,8.3,39.8,Manual
10:06:50,9.2,40.1,Manual
10:06:51,8.8,40.7,Manual
10:06:51,9.2,41.4,Manual
10:06:52,10.4,41.5,Manual
10:06:52,9.6,43.0,Manual
10:06:53,8.8,42.9,Manual
10:06:53,8.8,43.3,Manual
10:06:54,7.9,43.6,Manual
