Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
09:56:35,-0.4,1.0,Manual
09:56:36,-0.4,1.0,Manual
09:56:36,-0.0,1.0,Manual
09:56:37,0.0,1.0,Manual
09:56:37,0.0,1.0,Manual
09:56:38,-0.4,1.0,Manual
09:56:38,-0.8,1.0,Manual
09:56:39,0.0,1.0,Manual
09:56:39,-0.8,1.0,Manual
09:56:40,-0.0,1.0,Manual
09:56:40,0.0,1.0,Manual
09:56:41,-0.4,1.0,Manual
09:56:41,0.0,1.0,Manual
09:56:42,-0.4,1.0,Manual
09:56:42,-0.8,1.0,Manual
09:56:43,-0.8,1.0,Manual
09:56:43,0.8,1.0,Manual
09:56:44,1.2,1.0,Manual
09:56:44,-0.8,1.0,Manual
09:56:45,-0.0,1.0,Manual
09:56:45,1.2,1.0,Manual
09:56:46,-0.8,1.0,Manual
09:56:47,0.0,1.0,Manual
09:56:47,-0.8,1.0,Manual
09:56:48,1.7,1.0,Manual
09:56:48,-2.1,1.0,Manual
09:56:49,0.0,1.0,Manual
09:56:49,-0.4,1.1,Manual
09:56:50,-0.4,1.1,Manual
09:56:50,-0.0,1.2,Manual
09:56:51,1.2,1.3,Manual
09:56:51,0.8,1.4,Manual
09:56:52,1.2,1.5,Manual
09:56:52,0.8,1.6,Manual
09:56:53,-0.4,1.9,Manual
09:56:53,0.4,2.1,Manual
09:56:54,-0.8,2.3,Manual
09:56:54,1.2,2.5,Manual
09:56:55,0.8,2.8,Manual
09:56:55,0.4,3.1,Manual
09:56:56,0.8,3.1,Manual
09:56:56,-0.0,3.5,Manual
09:56:57,0.0,4.2,Manual
09:56:57,-0.4,4.9,Manual
09:56:58,-0.4,5.6,Manual
09:56:58,1.7,6.5,Manual
09:56:59,2.5,7.4,Manual
09:56:59,2.5,8.2,Manual
09:57:00,2.9,9.1,Manual
09:57:00,2.9,9.9,Manual
09:57:01,1.2,10.8,Manual
09:57:02,4.2,11.7,Manual
09:57:02,3.3,12.7,Manual
09:57:03,2.5,13.7,Manual
09:57:03,2.5,14.7,Manual
09:57:04,4.2,15.8,Manual
09:57:04,5.8,16.6,Manual
09:57:05,6.7,17.7,Manual
09:57:05,7.1,18.7,Manual
09:57:06,5.4,19.8,Manual
09:57:06,5.0,20.6,Manual
09:57:07,4.6,21.9,Manual
09:57:07,5.4,23.0,Manual
09:57:08,6.2,23.9,Manual
09:57:08,5.8,25.2,Manual
09:57:09,7.1,26.5,Manual
09:57:09,5.8,27.4,Manual
09:57:10,7.9,28.6,Manual
09:57:10,8.3,29.8,Manual
09:57:11,7.5,31.3,Manual
09:57:11,8.8,32.4,Manual
09:57:12,9.6,33.7,Manual
09:57:12,9.6,35.3,Manual
09:57:13,10.4,36.6,Manual
09:57:13,13.3,37.9,Manual
09:57:14,10.0,39.0,Manual
09:57:14,10.0,40.6,Manual
09:57:15,9.2,41.5,Manual
09:57:16,12.1,42.6,Manual
09:57:16,11.2,43.3,Manual
09:57:17,10.4,43.8,Manual
09:57:17,10.8,44.4,Manual
09:57:18,9.2,43.7,Manual
09:57:18,11.7,44.4,Manual
09:57:19,10.0,44.4,Manual
09:57:19,10.0,44.6,Manual
09:57:20,10.4,44.5,Manual
09:57:20,12.9,44.6,Manual
09:57:21,11.7,45.3,Manual
09:57:21,10.8,45.1,Manual
09:57:22,10.8,44.8,Manual
09:57:22,7.1,44.6,Manual
09:57:23,10.8,44.8,Manual
09:57:23,13.7,44.2,Manual
09:57:24,8.8,44.7,Manual
09:57:24,8.3,44.6,Manual
09:57:25,9.6,44.9,Manual
09:57:25,12.9,44.9,Manual
09:57:26,11.2,44.5,Manual
09:57:26,12.5,44.8,Manual
09:57:27,10.8,44.8,Manual
09:57:27,8.3,45.1,Manual
09:57:28,7.5,44.6,Manual
09:57:28,8.8,44.6,Manual
09:57:29,9.2,44.5,Manual
09:57:29,8.8,44.8,Manual
09:57:30,8.8,44.1,Manual
09:57:31,10.4,44.6,Manual
09:57:31,9.2,44.2,Manual
09:57:32,8.8,44.4,Manual
09:57:32,7.5,44.2,Manual
09:57:33,7.5,44.2,Manual
09:57:33,7.9,44.2,Manual
09:57:34,9.2,44.0,Manual
09:57:34,7.5,44.7,Manual
09:57:35,9.2,45.0,Manual
09:57:35,8.8,45.6,Manual
09:57:36,7.9,44.4,Manual
09:57:36,9.6,45.2,Manual
09:57:37,8.3,44.6,Manual
09:57:37,10.0,44.7,Manual
09:57:38,6.2,44.4,Manual
09:57:38,5.8,44.7,Manual
09:57:39,6.2,44.9,Manual
09:57:39,8.3,44.8,Manual
09:57:40,9.6,44.5,Manual
09:57:40,8.3,44.8,Manual
09:57:41,11.2,45.0,Manual
09:57:41,10.4,45.3,Manual
09:57:42,10.8,44.7,Manual
09:57:42,10.4,44.8,Manual
09:57:43,8.3,45.0,Manual
09:57:43,10.0,44.6,Manual
09:57:44,9.2,43.9,Manual
09:57:44,9.2,44.9,Manual
09:57:45,6.7,44.4,Manual
09:57:46,8.3,44.7,Manual
09:57:46,10.4,44.7,Manual
09:57:47,13.3,44.4,Manual
09:57:47,15.4,44.7,Manual
09:57:48,11.7,44.6,Manual
