Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
10:15:13,1.2,1.0,Manual
10:15:14,-0.4,1.0,Manual
10:15:14,-0.4,1.0,Manual
10:15:15,0.4,1.0,Manual
10:15:15,-0.4,1.0,Manual
10:15:16,0.0,1.0,Manual
10:15:16,0.4,1.0,Manual
10:15:17,-0.4,1.0,Manual
10:15:17,0.4,1.0,Manual
10:15:18,0.4,1.0,Manual
10:15:18,0.4,1.0,Manual
10:15:19,-0.0,1.0,Manual
10:15:19,-0.8,1.0,Manual
10:15:20,0.4,1.0,Manual
10:15:20,-0.0,1.0,Manual
10:15:21,0.0,1.0,Manual
10:15:21,-0.4,1.0,Manual
10:15:22,-0.8,1.0,Manual
10:15:22,-0.0,1.0,Manual
10:15:23,1.7,1.0,Manual
10:15:24,-0.4,1.0,Manual
10:15:24,0.4,1.0,Manual
10:15:25,-1.2,1.0,Manual
10:15:25,1.7,1.0,Manual
10:15:26,0.0,1.0,Manual
10:15:26,-0.0,1.0,Manual
10:15:27,1.2,1.0,Manual
10:15:27,0.8,1.1,Manual
10:15:28,1.2,1.1,Manual
10:15:28,-0.8,1.2,Manual
10:15:29,-0.4,1.2,Manual
10:15:29,0.0,1.3,Manual
10:15:30,-0.4,1.5,Manual
10:15:30,1.2,1.6,Manual
10:15:31,-0.4,1.8,Manual
10:15:31,0.8,2.0,Manual
10:15:32,2.1,2.2,Manual
10:15:32,0.8,2.5,Manual
10:15:33,0.4,2.8,Manual
10:15:33,0.8,3.0,Manual
10:15:34,0.8,3.2,Manual
10:15:34,-0.4,3.5,Manual
10:15:35,-0.8,4.1,Manual
10:15:35,1.2,4.9,Manual
10:15:36,0.8,5.7,Manual
10:15:36,0.4,6.5,Manual
10:15:37,0.8,7.3,Manual
10:15:37,1.2,8.2,Manual
10:15:38,3.3,9.1,Manual
10:15:39,3.3,9.9,Manual
10:15:39,4.2,10.9,Manual
10:15:40,3.8,11.7,Manual
10:15:40,4.2,12.7,Manual
10:15:41,2.9,13.7,Manual
10:15:41,5.4,14.6,Manual
10:15:42,3.8,15.7,Manual
10:15:42,2.9,16.5,Manual
10:15:43,5.0,17.8,Manual
10:15:43,4.6,18.7,Manual
10:15:44,4.6,19.7,Manual
10:15:44,5.4,20.9,Manual
10:15:45,5.4,22.0,Manual
10:15:45,6.7,21.8,Manual
10:15:46,5.0,21.8,Manual
10:15:46,6.2,21.9,Manual
10:15:47,5.0,21.9,Manual
10:15:47,5.4,21.9,Manual
10:15:48,3.8,22.0,Manual
10:15:48,4.2,21.9,Manual
10:15:49,5.0,21.6,Manual
10:15:49,4.6,21.7,Manual
10:15:50,5.8,21.7,Manual
10:15:50,4.2,22.0,Manual
10:15:51,6.7,21.6,Manual
10:15:51,5.0,21.6,Manual
10:15:52,5.4,21.7,Manual
10:15:52,5.8,21.7,Manual
10:15:53,6.2,21.9,Manual
10:15:54,7.1,21.8,Manual
10:15:54,5.8,21.5,Manual
10:15:55,5.8,21.6,Manual
10:15:55,5.8,21.4,Manual
10:15:56,5.0,21.6,Manual
10:15:56,4.6,21.7,Manual
10:15:57,5.8,21.5,Manual
10:15:57,5.4,21.8,Manual
10:15:58,6.2,21.6,Manual
10:15:58,5.8,21.7,Manual
10:15:59,5.0,21.5,Manual
10:15:59,6.2,21.4,Manual
10:16:00,3.8,21.5,Manual
10:16:00,6.2,21.6,Manual
10:16:01,6.7,21.7,Manual
10:16:01,7.5,21.4,Manual
10:16:02,5.0,21.4,Manual
10:16:02,5.4,21.7,Manual
10:16:03,6.7,21.5,Manual
10:16:03,5.4,21.5,Manual
10:16:04,4.2,21.2,Manual
10:16:04,4.6,21.5,Manual
10:16:05,4.6,21.4,Manual
10:16:05,6.7,21.7,Manual
10:16:06,7.1,21.6,Manual
10:16:06,6.2,21.6,Manual
10:16:07,5.8,21.4,Manual
10:16:07,6.2,21.3,Manual
10:16:08,5.8,21.4,Manual
10:16:09,5.0,21.4,Manual
10:16:09,3.8,21.1,Manual
10:16:10,4.6,21.4,Manual
10:16:10,4.2,21.5,Manual
10:16:11,5.4,21.6,Manual
10:16:11,5.4,21.4,Manual
10:16:12,4.6,21.2,Manual
10:16:12,5.4,21.4,Manual
10:16:13,5.0,21.3,Manual
10:16:13,7.1,21.3,Manual
10:16:14,7.1,21.1,Manual
10:16:14,3.3,21.1,Manual
10:16:15,6.7,21.2,Manual
10:16:15,6.2,21.2,Manual
10:16:16,5.8,21.4,Manual
10:16:16,6.2,21.4,Manual
10:16:17,5.8,21.1,Manual
10:16:17,5.8,21.3,Manual
10:16:18,5.4,21.7,Manual
10:16:18,3.8,21.4,Manual
10:16:19,6.7,22.1,Manual
10:16:19,4.6,22.0,Manual
10:16:20,4.6,22.1,Manual
10:16:20,4.6,22.2,Manual
10:16:21,3.8,22.2,Manual
10:16:21,4.6,22.1,Manual
10:16:22,6.7,22.2,Manual
10:16:22,5.4,22.5,Manual
10:16:23,5.8,22.4,Manual
10:16:24,4.6,22.5,Manual
10:16:24,5.4,22.7,Manual
10:16:25,5.4,22.6,Manual
10:16:25,7.9,22.9,Manual
10:16:26,5.4,22.8,Manual
10:16:26,5.0,22.7,Manual
10:16:27,5.8,22.6,Manual
10:16:27,5.0,23.0,Manual
10:16:28,5.4,22.9,Manual
10:16:28,5.4,23.3,Manual
10:16:29,6.7,23.1,Manual
10:16:29,5.4,23.3,Manual
10:16:30,7.1,23.2,Manual
10:16:30,7.1,23.4,Manual
10:16:31,6.2,23.5,Manual
10:16:31,5.4,23.3,Manual
10:16:32,6.7,23.3,Manual
10:16:32,7.1,23.5,Manual
10:16:33,4.6,23.6,Manual
10:16:33,5.8,23.8,Manual
10:16:34,6.2,24.4,Manual
10:16:34,7.5,23.8,Manual
10:16:35,5.8,23.9,Manual
10:16:35,6.2,23.5,Manual
10:16:36,5.4,24.1,Manual
10:16:36,7.1,24.0,Manual
10:16:37,5.4,24.5,Manual
10:16:37,4.6,24.5,Manual
10:16:38,8.3,24.7,Manual
10:16:39,7.1,24.4,Manual
10:16:39,5.0,24.4,Manual
10:16:40,7.1,24.6,Manual
10:16:40,5.4,24.6,Manual
10:16:41,5.8,24.7,Manual
10:16:41,7.1,24.6,Manual
10:16:42,6.2,24.5,Manual
10:16:42,7.1,24.9,Manual
10:16:43,6.2,24.8,Manual
10:16:43,6.2,24.9,Manual
10:16:44,5.8,25.2,Manual
10:16:44,5.4,25.2,Manual
10:16:45,6.2,25.4,Manual
10:16:45,7.1,25.2,Manual
10:16:46,9.2,25.7,Manual
10:16:46,7.1,25.4,Manual
10:16:47,2.9,25.1,Manual
10:16:47,5.0,25.5,Manual
